poi_id,lat,lng,name,parking,access,capacity_osm
way/671020943,43.2046522,140.96843,,,,
way/671045584,43.2094935,140.9768499,,,,
way/671045849,43.2093312,140.9773746,,,,
way/671050395,43.0033409,141.4335198,,surface,customers,
way/671063843,43.0342017,141.4291039,,,,
way/673591216,43.2119294,141.008887,,,,
way/673591897,43.1881933,141.0165232,,surface,customers,
way/673592656,43.1572996,141.043998,,,,
way/673601231,43.0403409,141.3493308,,,,
way/673607407,43.036681,141.4243474,,,,
way/673625280,43.1253801,141.4152818,,,,
way/675152223,43.0642894,141.3657609,,,,
way/675971748,43.0858997,141.3627569,,,,
way/676428794,43.1894203,140.8461024,,,,
way/679201086,43.0914794,141.3401784,,,,
way/679201087,43.0903955,141.3376608,,surface,,
way/679403457,42.992725,141.3316056,,,,
way/679403458,42.9925386,141.3312483,,,,
way/679403459,42.9923408,141.3321268,,,,
way/683561845,43.0475922,141.3532698,,surface,,
way/684969286,43.0366045,141.3450035,,surface,,
way/684969292,43.0392062,141.3538784,,,customers,
way/685095394,43.0414474,141.3471502,スマートパーキング,,,
way/685447877,43.5857172,141.4233185,,,,
way/685457085,43.7741515,141.3689792,,,,
way/685635110,43.1926639,140.7857207,,,,
way/685636337,43.1859017,140.782967,,,,
way/686910295,43.1523598,140.7894042,,,,
way/688015229,43.0426945,141.3550351,,surface,yes,
way/691562828,43.069391,141.3469556,三井のリパーク,surface,,40
way/691858466,43.0430353,141.3436966,アークスグループ社員専用駐車場,surface,private,
way/692101958,43.15445,141.0109242,,,,
way/692226914,42.9786357,141.4692697,,,,
way/692226920,42.9782366,141.4699701,,,,
way/692603434,43.0413077,141.3476668,,,,
way/693996255,43.0301426,141.3456387,,multi-storey,,
way/693996256,43.030225,141.3453095,,,,
way/694042465,43.0011895,141.4452994,,,,
way/695013333,43.0519843,141.485558,,,,
way/695018762,43.1525813,141.3987943,,,,
way/695023199,43.104686,141.2520791,ていね温泉;ほのか,,,
way/696073690,42.9663323,141.3326479,,,,
way/696073691,42.9664619,141.3318767,,,,
way/696085981,42.9688504,141.3345365,,,,
way/696250807,43.0168669,141.4764502,,,,
way/696464503,43.0362858,141.501581,,,,
way/697091229,42.9642458,141.3259637,,,,
way/697115887,43.0429022,141.4635947,,,,
way/697532051,43.0501636,141.4831922,,,,
way/697534960,43.0432617,141.4777851,,,,
way/697534961,43.0428955,141.4773651,,,,
way/698124184,43.0648721,141.2995423,,surface,customers,
way/698124185,43.0646091,141.2991634,,surface,customers,
way/698124186,43.065464,141.2980818,,surface,customers,
way/698141589,42.9679159,141.219119,,,,
way/698144804,43.0181924,141.489339,,,,
way/698144805,43.0178285,141.4905304,,,,
way/698145959,43.0161883,141.493241,,,,
way/698146823,43.2448359,141.3497511,,,,
way/698149378,43.1370624,141.3296586,天然温泉;あしべ屯田,,,
way/698149876,43.1030371,141.4181453,,,,
way/698173847,43.001219,141.4363642,,surface,,250
way/698220694,43.1009016,141.3775307,こうしんの湯,,,
way/698749221,43.0406721,141.428168,,,,
way/699048713,43.041458,141.3512143,,surface,,4
way/699048714,43.0404532,141.3531994,,surface,yes,
way/699048715,43.0367127,141.35114,,surface,,
way/699294715,43.057423,141.301999,,surface,customers,
way/700255039,42.9627448,141.304792,,,customers,
way/700530918,43.0267749,141.4484767,月極駐車場,,,
way/700530922,43.0271292,141.4475386,,,,
way/701844822,43.0597805,141.3611131,,,,
way/702075577,42.9609905,141.3053639,,,customers,
way/702100075,43.0388778,141.3625917,,surface,no,
way/702437505,43.0479861,141.354107,,,,
way/704299844,42.9619998,141.2930441,,,customers,
way/704299845,42.9622286,141.2917228,,,customers,
way/708291013,43.0372165,141.3372847,,surface,,
way/708402835,43.1102935,141.5475306,,,,
way/708402836,43.1108145,141.5475773,,,,
way/708402837,43.1104364,141.5480422,,,,
way/708402841,43.1082171,141.5457138,,,,
way/708402842,43.1085182,141.5461324,,,,
way/708402843,43.1082659,141.5464227,,,,
way/708402845,43.1062579,141.5419188,,surface,,
way/708402846,43.1037393,141.5396809,,,,
way/708410600,43.1040423,141.5403183,,,,
way/708410604,43.0935248,141.52506,,,,
way/708410606,43.0932306,141.5243188,,,,
way/708410610,43.0912592,141.5216496,,surface,,
way/708410612,43.0907606,141.5209782,,surface,,
way/708421861,43.1111137,141.548861,,,,
way/708421872,43.092861,141.5297028,タイムズ,surface,,90
way/710497585,43.0524611,141.3844943,,surface,customers,
way/710502673,43.0501988,141.3883671,,surface,customers,
way/710502675,43.0528773,141.3923387,,surface,customers,
way/710502676,43.0518932,141.39168,共栄湯駐車場,surface,customers,6
way/710502677,43.0505552,141.3902024,,surface,customers,
way/710502678,43.0497728,141.3889554,,surface,customers,
way/710683341,43.0547742,141.3868824,,surface,customers,4
way/711140518,43.1095303,141.3370122,タイムズ,surface,yes,42
way/711141192,43.0864873,141.3267639,,surface,customers,
way/711142602,43.086026,141.3263407,,,customers,
way/711142603,43.0854067,141.32605,,,customers,
way/712244942,43.0766117,141.4828504,,,,
way/712317369,43.0956882,141.535252,,,,
way/712397965,43.1144574,141.53881,,,,
way/712448951,43.0723205,141.5441795,,,,
way/712451032,43.0673913,141.541209,,,,
way/712451033,43.0696337,141.5402606,,,,
way/712462302,43.0885318,141.5010075,,,,
way/712560632,43.1086333,141.5397272,,,,
way/712560633,43.1084949,141.539535,,,,
way/712566943,43.0992823,141.5418566,,,,
way/712704553,43.0986803,141.5444716,,,,
way/712704560,43.0947985,141.5456921,,,,
way/712704577,43.0994601,141.5508633,,,,
way/712704583,43.0980986,141.5504145,,,,
way/712704584,43.0989158,141.5496913,,,,
way/712731049,43.0353949,141.3625389,,multi-storey,permissive,
way/712731574,43.0057024,141.4407973,,surface,customers,
way/712731575,43.005211,141.4406283,,surface,customers,
way/713799829,43.0702237,141.4981318,,,,
way/714691627,43.1061702,141.5397837,,,,
way/714959386,43.0886028,141.5168475,,surface,,
way/715210976,43.0719967,141.4963684,,,,
way/715596544,43.0669135,141.490146,,,,
way/715983482,43.0557503,141.4846406,,,,
way/715983483,43.0569078,141.4842556,,,,
way/716002084,43.0896893,141.5194399,,surface,,
way/716007922,43.1180931,141.5341293,,,,
way/716007923,43.1203486,141.5318072,,,,
way/716010220,43.1188623,141.5314707,,,,
way/716441552,43.0821019,141.5019802,,,,
way/716441555,43.0840661,141.5038789,,,,
way/716441556,43.0842406,141.5042733,,,,
way/716441558,43.0837869,141.5042163,,,,
way/717032989,43.0557773,141.4893839,,,,
way/717032990,43.0558326,141.4891457,,,,
way/717426334,43.1375653,141.2173305,,surface,,
way/717426338,43.1373153,141.2182006,,,,
way/717436107,43.1380734,141.2200608,,,,
way/717436111,43.1380125,141.2206873,,,,
way/717452700,43.1382676,141.2225094,,,,
way/717767123,43.0974257,141.5458707,,,,
way/717767124,43.0976906,141.5461747,,,,
way/718087894,43.1578584,141.4566472,,,,
way/718087895,43.1571021,141.4571663,,,,
way/720359333,43.0484784,141.3555008,,,,
way/721578699,43.0219123,141.3260594,,surface,,
way/721578703,43.0216341,141.3242612,,,,
way/723284213,42.9032228,141.5726153,,,,
way/723284870,42.9039225,141.5733286,,surface,,
way/724633872,43.0451577,141.3362778,ハローワーク札幌 臨時駐車場,surface,customers,
way/724746811,43.0378812,141.3372534,NPC24H南１６西１４パーキング,surface,customers,56
way/725703562,43.0720625,141.3351768,,surface,customers,
way/726171343,43.0716594,141.3286235,,,customers,
way/731613559,42.9505768,141.3110512,,,customers,
way/731613560,42.9496718,141.3111612,,,customers,
way/733132810,42.964023,141.2817986,,,customers,
way/737297357,43.0563396,141.3318998,三井のリパーク,surface,,4
way/737722743,43.0399465,141.3392376,,surface,customers,
way/738201192,43.1687217,140.7923933,,,,
way/742722681,43.0679974,141.3318475,タイムズ,surface,,28
way/749115767,42.9782009,141.5638805,市営東駐車場,multi-storey,,
way/749367794,43.0505074,141.3266847,Dパーキング南6条西21丁目第2,surface,,7
way/749951543,42.9685253,141.5494782,,,,
way/749951544,42.9679965,141.5442122,,,,
way/749977528,43.0491188,141.3296103,第11桂和パーキング,surface,,
way/749977529,43.048977,141.3317072,,,,
way/750022039,42.9345385,141.4519296,,,,
way/750022040,42.9340908,141.4523298,,,,
way/750022041,42.9353103,141.4537425,,,,
way/750022042,42.9356501,141.4528711,,,,
way/750022043,42.9371072,141.4558308,,,,
way/750022044,42.9370019,141.4550728,,,,
way/750022045,42.938335,141.4560187,,,,
way/750094841,42.9987574,141.4427258,,surface,customers,
way/750094842,42.9973714,141.4430249,,surface,customers,
way/750302873,43.0671554,141.3338271,,surface,private,
way/750327957,43.0297337,141.4531337,,,,
way/750985530,42.9809254,141.5621305,,,,
way/751565081,43.1005961,141.3590328,,,,15
way/751565083,43.0980741,141.3589458,,,,
way/751847354,43.0998962,141.3587625,,surface,customers,10
way/751847355,43.1002072,141.3586176,,surface,private,15
way/751847356,43.1009782,141.3590085,,surface,yes,10
way/751847357,43.0995333,141.358536,,surface,private,20
way/751847359,43.0989857,141.3594115,,surface,private,6
way/751847360,43.0991518,141.3602765,,surface,yes,12
way/752186148,43.0492592,141.3356437,カエルパーキング 南8西14 (1),surface,customers,9
way/752996850,43.0987312,141.3594468,,,,6
way/752996858,43.0954539,141.3605543,,surface,,
way/752996859,43.0952628,141.3610549,,surface,,
way/753443813,42.9792561,141.4891039,,,,
way/753489493,43.0210215,141.5599711,,surface,customers,
way/753916986,43.0491191,141.3356696,,surface,permissive,14
way/754115902,43.0669094,141.3377885,豊栄建設（株） お客様駐車場,,,
way/755537852,42.9849113,141.5631174,,,,
way/756069004,42.9987632,141.524495,,,,
way/756957849,42.9686958,141.5459106,,,,
way/757490067,42.9629915,141.5538203,,,,
way/757727837,42.9931404,141.5586028,,,,
way/757766850,42.9462539,141.5019386,,,,
way/758603225,42.9562698,141.5498965,,,,
way/761918501,43.0413838,141.3488904,,,,
way/762394596,43.0652199,141.3377937,Times,surface,,5
way/762398722,43.0649974,141.3345955,,,,
way/762559357,42.9857171,141.5627225,,,,
way/764022403,43.0659888,141.3326732,三井のリパーク,surface,,14
way/764022404,43.066384,141.3289236,三井のリパーク,surface,,10
way/764022405,43.0653763,141.3329263,三井のリパーク,surface,,8
way/764022406,43.0657714,141.3246719,三井のリパーク,surface,,7
way/765155076,43.064321,141.3250881,,surface,,6
way/765155077,43.0637639,141.3251877,,surface,customers,
way/766255872,43.0643102,141.3377819,Times,surface,,41
way/766265808,43.0646072,141.3362849,Times,surface,,15
way/766272280,43.0641197,141.3348094,Times,surface,,12
way/766272281,43.0643328,141.3340027,Times,surface,,9
way/766272286,43.0641937,141.3337317,,surface,,
way/766496068,43.0635062,141.3315261,,surface,,
way/766615699,43.0633443,141.3269241,,surface,,
way/766615823,43.0627637,141.3284697,,surface,,
way/766615925,43.0634325,141.3284207,,surface,,
way/766785617,43.0623701,141.3206378,,surface,customers,
way/766786279,43.0621161,141.3197982,,surface,private,
way/767051269,43.0619557,141.3186473,三井のリパーク,surface,,16
way/767051270,43.0623238,141.3164298,三井のリパーク,surface,,10
way/767051271,43.0610897,141.3163044,三井のリパーク,surface,,7
way/767051272,43.0633049,141.3155633,三井のリパーク,surface,,5
way/767528210,43.0945875,141.3606401,,surface,,
way/767528211,43.0943978,141.3611808,,surface,,
way/767599569,43.0614239,141.3164166,Times,surface,,8
way/767599570,43.0607552,141.3159774,Times,surface,,17
way/768679461,42.9864943,141.5558105,フレップパーキング,,,
way/769012133,43.099283,141.3595957,,surface,,
way/769012135,43.1001219,141.3593641,,surface,yes,
way/769365755,43.0604615,141.3202172,パークネット,surface,,24
way/769482065,43.0608036,141.335441,Times,surface,,49
way/769649003,43.0610915,141.3345044,Times,surface,,18
way/769766291,43.0597871,141.3272984,,surface,customers,
way/769930091,43.0439475,141.3472488,南12条千葉歯科クリニック 指定駐車場,,,
way/770071790,43.0599222,141.3261821,Dパーキング 北二条西20丁目第1,surface,customers,14
way/770071791,43.0599448,141.3258408,Times,surface,,37
way/772701706,43.0591496,141.3202831,,surface,,
way/772704109,43.0594998,141.3167333,Times,surface,,24
way/772704110,43.0579408,141.3182641,Times,surface,,11
way/772709576,43.0591338,141.3140675,,surface,customers,
way/772811456,43.058184,141.3358801,パークネット,surface,,16
way/772815035,43.0582497,141.3337449,,surface,,
way/772815036,43.0583472,141.3343215,,surface,,
way/772821557,43.0590817,141.3311623,,,,
way/772904539,43.0580418,141.3325957,Times,surface,,36
way/772907404,43.0588101,141.3311313,,surface,,
way/773002351,43.0579135,141.3312002,,surface,,
way/773002352,43.0578571,141.3307711,Times,surface,,7
way/773002353,43.0576477,141.3316492,,surface,,
way/773778956,43.0584413,141.3286905,三井のリパーク,surface,,3
way/773787860,43.0581593,141.3287251,Times,surface,,10
way/773787862,43.0574094,141.3294902,,surface,,
way/773888605,43.05802,141.325602,三井のリパーク,surface,,6
way/773889725,43.0574854,141.3258035,,surface,,
way/775569742,43.0656356,141.3451379,Times,surface,yes,41
way/775857309,43.049707,141.3244813,,surface,customers,
way/775857551,43.0591666,141.3123863,,,customers,5
way/776230732,43.0570012,141.3249048,Times,surface,,17
way/776353814,43.0574597,141.3215378,,surface,,
way/777034385,43.0189888,141.3882449,,surface,customers,
way/777379539,43.0117559,141.3872437,,surface,customers,
way/777416235,43.0745343,141.2972737,,surface,,
way/777416236,43.0902544,141.3084673,,surface,customers,
way/777417251,43.1065584,141.2726773,,surface,customers,
way/777418653,43.1280208,141.2557982,,surface,customers,
way/777418654,43.128562,141.2569034,,surface,customers,
way/777418655,43.1298288,141.2603871,,surface,customers,
way/777425871,43.0590209,141.370807,,,customers,7
way/777430266,43.0409379,141.4135266,,surface,customers,
way/777433581,43.0607489,141.41134,,surface,customers,7
way/777460201,43.0729928,141.3436223,,surface,permit,6
way/777460202,43.0728175,141.3436711,,,permit,5
way/777460203,43.0728386,141.3438936,,surface,permit,
way/777460204,43.0732653,141.3437273,,surface,permit,
way/777460208,43.0734004,141.3435557,,surface,permit,
way/777460209,43.073247,141.342627,,surface,permit,
way/777460214,43.0694967,141.3415496,,surface,customers,
way/778290225,43.0762338,141.316504,,surface,customers,
way/779434128,43.0696631,141.3148355,,surface,customers,
way/779718395,43.0718566,141.3139006,三井のリパーク,surface,,8
way/779718396,43.069749,141.3123728,三井のリパーク,surface,,15
way/779718397,43.0677915,141.3128019,三井のリパーク,surface,,15
way/781951308,43.0228337,141.3977542,,,,
way/782294849,43.0480113,141.3472288,,surface,,11
way/783521036,43.0671579,141.3570812,,,,
way/783521037,43.0666161,141.3572968,,surface,,
way/783521038,43.0666825,141.357732,,surface,,
way/783521040,43.0668385,141.358476,,surface,,
way/783521041,43.06686,141.3587026,,,private,
way/783521042,43.0668752,141.3588971,,,private,
way/783521043,43.067222,141.3584384,,,private,
way/783521044,43.0676399,141.3583418,,,private,
way/783523557,43.0706056,141.3279568,,,customers,
way/783526591,43.063439,141.3133736,,,private,
way/783526592,43.0632808,141.3130356,,,,
way/783526593,43.0631936,141.3129089,,,private,
way/783526594,43.0629256,141.3127298,,,private,
way/783526595,43.0630579,141.3133964,,,private,
way/783526601,43.0629839,141.3132562,,,,
way/783757644,43.0693452,141.3155868,地下鉄二十四軒地下駐車場,underground,,
way/783758388,43.0688338,141.3147126,,surface,private,
way/783758389,43.0673337,141.3146886,,surface,private,
way/783758390,43.0665708,141.3141444,,surface,private,40
way/783760139,43.0702525,141.3130289,,surface,private,
way/784339164,43.0698531,141.3108647,,,,
way/784341525,43.0660943,141.313679,,surface,customers,23
way/784341526,43.0659958,141.3141303,,surface,private,
way/784431026,43.0452971,141.348895,,surface,,
way/784431027,43.0453225,141.349305,,surface,,
way/784431028,43.0451176,141.3494122,,surface,,
way/785016583,43.0448152,141.3500525,,,,
way/785455217,43.041023,141.3383642,新健康協会 札幌支部,surface,private,20
way/785696866,43.0372726,141.3379873,タイムズ 南１７西１４,surface,customers,36
way/785876514,43.0690075,141.3096992,,,customers,
way/785876515,43.0684431,141.3090401,,,,
way/785898659,43.0572421,141.3172037,,,,
way/786340374,43.048384,141.3370237,,surface,private,6
way/786566231,42.9820787,141.5542332,,,customers,
way/788731211,43.0381498,141.3504817,,surface,,
way/788731212,43.0380715,141.3500401,,surface,,
way/788731213,43.0380591,141.3496981,TOKO 専用駐車場,surface,private,
way/788731215,43.0380417,141.349023,,surface,customers,
way/788731216,43.0375938,141.3489546,南17条西8 パーク,surface,customers,
way/789066873,43.0570717,141.3397964,パークネット 札幌南１西１２,surface,customers,20
way/789313808,43.0571628,141.3374137,,,,
way/789313809,43.0574328,141.3379966,,surface,customers,
way/789338060,43.0566002,141.3373201,タイムズ 札幌南一条病院,surface,customers,26
way/789710315,43.0571496,141.3353814,,surface,,
way/789710316,43.0572168,141.3361984,,surface,,
way/789758831,43.0374537,141.3482651,,,,
way/789758833,43.0374379,141.3457638,,,,
way/791274245,43.0486877,141.3369981,カエルパーキング 南8西14 (2),surface,customers,9
way/791274247,43.0486705,141.3373352,タイムズ 南８西１３,surface,customers,5
way/791562618,43.0568198,141.3332959,パークネット,surface,,12
way/791946526,43.0567164,141.3322531,,,customers,
way/792350294,43.0567232,141.3318387,三井のリパーク,surface,,7
way/792747480,43.0772332,141.2917027,,surface,,
way/792748730,43.0777166,141.29052,,surface,,
way/792750946,43.0784888,141.2904075,,surface,private,
way/792755426,43.0827437,141.2819257,,surface,customers,
way/792883701,43.0824834,141.2824732,,surface,customers,
way/792958184,43.2307014,141.5487619,,,,
way/792958196,43.2322288,141.5494931,,,private,
way/792958197,43.2324724,141.5506511,,,private,
way/793090642,42.9877195,141.5624853,,,,
way/793170181,43.0749547,141.3132906,,surface,customers,40
way/793318171,42.9540101,141.5475384,,,,
way/793318172,42.9533081,141.5462784,,,,
way/793318173,42.9528466,141.545723,,,,
way/793349904,43.0513797,141.4722385,,,,
way/793860237,43.0428589,141.4747104,,,,
way/793861887,43.0413594,141.4708257,,,,
way/793866345,43.0493182,141.4822677,,,,
way/793866346,43.0486686,141.4814902,,,,
way/793868197,43.0576908,141.4841852,,,,
way/793868198,43.0582868,141.4832498,,,,
way/794224037,43.049537,141.4814733,,surface,customers,
way/794224042,43.0497442,141.4827166,,,,
way/794224044,43.0496228,141.4828518,,,,
way/794224045,43.0487515,141.4828318,,,,
way/794391267,43.0540396,141.4861717,,,,
way/794400052,43.050838,141.4827198,,,,
way/794400055,43.0459465,141.4781572,,,,
way/794400056,43.046298,141.4785976,,,,
way/794400058,43.0473516,141.4783769,,,,
way/794400059,43.0479095,141.4788163,,,,
way/794400060,43.0481305,141.4793205,,,,
way/794400063,43.0456367,141.478882,,,,
way/794402317,43.0439403,141.4778331,,,,
way/794402321,43.0442929,141.4770251,,,,
way/794406635,43.0381811,141.4675759,,,,
way/794406636,43.0372315,141.4656351,,,,
way/794616128,43.0617292,141.4851283,,,,
way/794785791,43.0478455,141.4794533,,,,
way/794785794,43.0483717,141.4800097,,,,
way/794785795,43.0470198,141.4770699,,,,
way/794796422,43.0505857,141.4828603,,,,
way/794796431,43.049227,141.4809604,,,,
way/794796432,43.0490774,141.4790018,,,,
way/794796433,43.0491994,141.4789205,,,,
way/794796436,43.0490102,141.4779453,,,,
way/794796441,43.0506853,141.4803845,,,,
way/794796442,43.0499499,141.4813067,,,,
way/794796444,43.050132,141.4816579,,,,
way/794800648,43.0435638,141.4769337,,,,
way/794802535,43.046024,141.479064,,,,
way/794802536,43.0458298,141.4770549,,,,
way/794802537,43.0455266,141.4767259,,,,
way/794805993,43.0427811,141.4735122,,,,
way/794805999,43.0422466,141.4750585,,,,
way/794806001,43.0416505,141.4756038,,,,
way/794809991,43.0500385,141.4919032,,,,
way/794809992,43.050275,141.4901636,,,,
way/795014982,43.0560743,141.3233579,,surface,,
way/795088331,43.0452645,141.4778049,,,,
way/795088332,43.0448849,141.4771851,,,,
way/795088336,43.0442305,141.4759423,,,,
way/795088338,43.0438937,141.4759468,,,,
way/795088339,43.0432328,141.4748055,,,,
way/795088340,43.0431077,141.4749579,,,,
way/795088341,43.0429371,141.4751122,,,,
way/795088342,43.0424358,141.4756767,,,,
way/795088344,43.0419013,141.4762154,,,,
way/795088345,43.0412642,141.4759634,,,,
way/795088346,43.0411397,141.4759568,,,,
way/795207252,42.9233974,141.5371098,,,,
way/795256222,43.05045,141.4758326,,,,
way/795256223,43.0507185,141.4763001,,,,
way/795256224,43.0443439,141.4737716,,,,
way/795262276,43.0369767,141.4838219,,,,
way/795319113,43.0784046,141.290977,,,,
way/795319114,43.077973,141.2898151,,,,
way/795319119,43.0775069,141.2908763,,,,
way/795319135,43.079574,141.2883685,,,,
way/795319136,43.0798316,141.2884722,,,,
way/795319137,43.0797044,141.2881546,,,,
way/795332046,43.0783212,141.2873348,,,,
way/795332048,43.0782027,141.287639,,,,
way/795332051,43.0777126,141.2898768,,,,
way/795332052,43.0777176,141.2896963,,,,
way/795332055,43.0767848,141.2894211,,,,
way/795369210,43.0776335,141.2927886,,,,
way/795439706,43.0557266,141.322766,,,private,
way/795858933,43.0551619,141.4870487,,,,
way/795858934,43.0546753,141.4847507,,,,
way/795861768,43.065967,141.4840959,,,,
way/795880216,43.0754323,141.4873292,,,,
way/795880217,43.0752472,141.4874487,,,,
way/795880218,43.0728614,141.4870312,,,,
way/795880219,43.0725509,141.4874506,,,,
way/795880220,43.0722522,141.4882863,,,,
way/795880224,43.0724198,141.4888118,,,,
way/795880225,43.069726,141.4847538,,,,
way/795880226,43.0694101,141.4847546,,,,
way/795880227,43.0695397,141.4846703,,,,
way/795880231,43.0682006,141.4845428,,,,
way/795883652,43.0630953,141.4752345,,,,
way/795888160,43.0836695,141.5033269,,,,
way/796236248,43.043506,141.3408388,カービスパーク 南12西12,surface,customers,24
way/796394353,43.0703577,141.539783,,,,
way/796400718,43.0576387,141.4827901,,,,
way/797494954,43.053276,141.4848239,,,,
way/797500719,43.0528109,141.4844465,,,,
way/797500720,43.052237,141.4843901,,,,
way/797721689,43.0851896,141.5066526,,,,
way/797754831,43.0635948,141.4825499,,,,
way/797754836,43.0627397,141.4809636,,surface,,
way/797758168,43.0640077,141.4788019,,,,
way/797758169,43.0645736,141.4780723,,,,
way/797780561,43.0616719,141.5033363,,,,
way/797783871,43.0562309,141.4795915,,,,
way/798608171,43.0564326,141.4842905,,,,
way/798608939,43.060871,141.4771095,,,,
way/798998508,43.0415685,140.7262192,,,private,
way/799292729,43.5877823,141.3867662,,,,
way/801436083,43.059961,141.2613344,,,,
way/801499021,43.0367457,141.3359319,フーヅセンターやまもと 駐車場,surface,customers,13
way/802552748,43.041501,141.3398883,,surface,private,
way/807912958,42.9873755,141.5725127,,surface,customers,
way/807912966,42.9868927,141.5727615,,surface,customers,
way/807946093,43.034869,141.3440684,,,,
way/807946094,43.0347343,141.3440847,ネクステップ 南19西11 パーキング,surface,customers,
way/807984857,43.042882,141.3409065,,surface,customers,6
way/807984858,43.0428283,141.340067,,surface,private,6
way/807984859,43.0430281,141.3400836,,surface,private,6
way/808215634,43.039662,141.3494816,,surface,private,
way/810749510,42.9797462,141.5655174,,,customers,
way/810752729,42.9798254,141.5649912,三井のリパーク,surface,,60
way/810752730,42.9804269,141.5647264,,,,
way/813729811,42.9765551,141.5676755,,surface,customers,
way/813729812,42.9760754,141.5675381,,surface,customers,
way/813765888,43.0416002,141.3502999,,surface,private,
way/813842600,43.0428182,141.3522038,レックス 南13西5 パーキング,surface,customers,5
way/815168289,43.0467571,141.3488927,,surface,permissive,
way/817442930,43.0352819,141.3495841,システムパーク 南18西8,surface,customers,20
way/818607830,42.9736841,141.5580628,,,private,
way/818607831,42.9733241,141.5572808,,,private,
way/818607832,42.9731818,141.5582183,,,private,
way/819084619,42.9914205,141.1607912,,surface,,0
way/819705142,43.0359723,141.3480201,,surface,private,
way/819705143,43.0360168,141.3478199,山鼻東屯田通郵便局 専用駐車場,surface,private,
way/823390021,43.0469885,141.3479864,,,,
way/823390023,43.0465929,141.3474937,カエルパーキング 南10西8,surface,customers,
way/823390025,43.0466847,141.3471814,,surface,private,
way/823390026,43.0465327,141.346691,あけぼの駐車場,surface,private,
way/824481979,42.978245,141.5430212,学生駐車場,surface,,
way/824765084,43.0391187,141.3502464,カービスパーク 南16西7,surface,customers,9
way/828315197,43.0472527,141.3387234,タイムズ 南９西１３,surface,customers,13
way/828392247,43.0470106,141.3371797,三井のリパーク 札幌南９西１４,surface,customers,10
way/829393012,43.0434351,141.3353535,シンエイパーキング,surface,customers,
way/829474418,43.4803103,141.3965458,,,,
way/829501078,43.7392726,141.3453732,,,,
way/829538750,43.763129,141.3625533,,,,
way/829538760,43.7796471,141.3704115,,,,
way/829895584,43.8495815,141.5158189,,,,
way/829895585,43.8468953,141.5145127,,,,
way/831040453,43.040651,141.3387297,,surface,,
way/831652340,43.0382724,141.3482107,ラルズマート 社員専用駐車場,surface,private,
way/831696612,43.0578275,141.3423472,カービスパーク 南1西10,surface,customers,8
way/833713720,43.0437076,141.3516695,三井のリパーク 札幌南１２西６,surface,customers,16
way/834071908,43.0321509,141.3414355,トラストパーク 南20西12,surface,customers,5
way/837516875,43.1122604,141.3633031,,,,
way/837516876,43.1120503,141.3628665,,,,
way/837518459,43.1122154,141.3577154,,surface,customers,
way/837521179,43.1194172,141.3496554,三井のリパーク,surface,,9
way/837784532,43.1873766,141.0102137,ラーメン初代駐車場,,,
way/837810722,43.1868676,140.7971018,,,customers,
way/837811013,43.1854457,140.7971196,,,,
way/837816132,43.1831032,140.8152329,,,,
way/837816470,43.1829867,140.8081787,,,,
way/838029273,43.1716034,140.8071083,,,,
way/838031166,43.1939879,140.784956,,surface,customers,
way/838033065,43.1909322,140.7854511,,,,
way/838037954,43.2078008,140.770167,,,,
way/842071622,43.0247256,141.4076624,,,,
way/842074218,43.0290125,141.410456,,surface,customers,
way/843800615,43.0549604,141.3369412,,surface,customers,30
way/843822489,43.0289248,141.3394447,,surface,customers,
way/844107957,43.0269402,141.34145,,surface,customers,
way/844163255,43.0739973,141.3484476,北11条西4丁目駐車場,surface,customers,
way/844673869,43.3164347,141.4359798,,,,
way/844673870,43.3168473,141.4385504,,surface,customers,
way/844673955,43.3195929,141.4463986,,,,
way/844678960,42.9863225,141.5500609,,,,
way/845850448,42.9757965,141.5540825,,,,
way/845850449,42.9762159,141.5540929,,,,
way/845850450,42.9751933,141.5537243,,,,
way/845874347,43.578334,141.3878998,,surface,,
way/846357519,43.035802,141.3465047,神慈秀明会 札幌支部 専用駐車場,surface,private,
way/846851712,42.9859664,141.5633571,,,,
way/846860793,43.4000305,141.43484,,,customers,
way/848719959,43.1343366,141.0401619,,,,
way/848719960,43.1344972,141.0405914,,,,
way/848719964,43.1341874,141.0437054,,,,
way/848725565,43.1362553,141.0303344,,,,
way/848728288,43.1247975,141.0398306,,,,
way/849365402,42.96378,141.4748688,,,,
way/849365746,42.9649972,141.4766556,,,,
way/849595427,42.9884675,141.5623931,,,,
way/849595428,42.9868049,141.5642097,,,,
way/850040491,43.0121061,141.5182241,,,,
way/851928000,43.0175644,141.4867455,ジェイパーキング,surface,,
way/851928001,43.019392,141.4892485,,,,
way/852580735,43.0367366,141.3840169,,surface,customers,
way/853045833,43.0031659,141.5516529,,,,
way/855447388,43.0722675,141.3603596,,surface,customers,
way/857048417,43.034339,141.340263,,surface,customers,
way/857375634,43.0203971,141.4886591,,,,
way/857375635,43.0207974,141.4882871,,,,
way/857377412,43.0217917,141.4880099,,,,
way/857377531,43.0189231,141.4892484,,,private,
way/857456576,43.0682071,141.3057288,,surface,,
way/859507237,43.0413813,141.3451357,,,,
way/859879825,42.9857918,141.5635336,,,,
way/862465282,43.0329551,141.3459289,トラストパーク 南20西10,surface,customers,7
way/862968439,43.0415308,141.3491635,,surface,,
way/862968440,43.0413229,141.3491808,,surface,,
way/862968441,43.0414328,141.3493165,,surface,,
