poi_id,lat,lng,name,parking,access,capacity_osm
way/422891916,42.9280508,141.3760822,,,,
way/422892322,42.9246271,141.374755,,,,
way/422892723,42.9253195,141.3788477,,,,
way/422892727,42.9249825,141.3715605,,,,
way/422926576,43.0964571,141.5321618,,surface,private,
way/422927391,43.0961767,141.5328011,,surface,,
way/422927395,43.0962666,141.5317807,,surface,private,
way/422927397,43.0959228,141.5328243,,surface,permissive,
way/422927406,43.0954036,141.5311588,,,,
way/423377624,42.9945195,141.3383399,,,,
way/425035421,42.9825233,141.3388997,藻南公園駐車場,,,
way/425035425,42.9814686,141.3433022,,,,
way/425874124,42.9702712,141.3431686,,,,
way/426070617,43.0895336,141.5302503,,,,
way/426070618,43.0899268,141.5296991,,,,
way/426070619,43.0889587,141.5302726,,,,
way/426070620,43.089283,141.5313772,,,,
way/426072378,43.0902082,141.5296019,,,,
way/426072379,43.0900095,141.5293324,,,,
way/426076079,43.0920775,141.5214339,,,,
way/426076083,43.0914709,141.5227666,,,,
way/426076085,43.092923,141.5207903,,,,
way/426076086,43.0919264,141.5230055,,,,
way/426076088,43.0915785,141.5223959,,,,
way/426078864,43.0943077,141.5246237,,,,
way/426078865,43.094331,141.52495,,,,
way/426078867,43.0939461,141.5244894,,,,
way/426078868,43.0933624,141.5231274,,,,
way/426078869,43.0923998,141.5230528,,,,
way/426079244,43.0944949,141.5229388,,,,
way/426079581,43.0932222,141.5332139,,,,
way/426079582,43.0938062,141.5330653,,,,
way/426079583,43.0944653,141.533519,,,,
way/426079584,43.0935014,141.5328128,,,,
way/426079585,43.0937993,141.5321593,,,,
way/426079586,43.0939625,141.5333717,,,,
way/426087518,43.0968526,141.5293789,,surface,customers,
way/426087519,43.0969762,141.5298619,,,,
way/426087520,43.0965042,141.5290641,,surface,customers,
way/429018907,43.0917113,141.5188579,,,,
way/429018908,43.0928672,141.5196012,,,,
way/429018909,43.0927251,141.5202202,,,,
way/429018910,43.0914837,141.5184726,,,,
way/429025423,43.0940329,141.5223553,,,,
way/429027561,43.0952488,141.5225171,,surface,,
way/429027562,43.0952541,141.5210813,,,,
way/429028484,43.0927791,141.5262583,,,,
way/429045305,43.105963,141.321615,,,,
way/429226843,42.9728956,141.1657173,,,,
way/429226846,42.9625328,141.157574,,,customers,
way/429226847,42.9631689,141.1586297,,,customers,
way/429226858,42.9655213,141.1635142,,,,
way/429226859,42.9655076,141.1651288,,,,
way/429226862,42.9669356,141.1697848,,,customers,
way/429229754,42.9828898,141.1566679,,,,
way/429229758,42.9823466,141.1584807,,,,
way/429229764,42.9730802,141.1588372,,,,
way/429230107,42.959255,141.1579153,,,,
way/429652759,43.0906246,141.3449526,タイムズ,,,
way/429787166,43.2515316,141.5741238,,,,
way/430495150,42.9547721,141.278673,,,,
way/430495151,42.9542328,141.2800507,,,,
way/430502594,43.0125506,141.3335404,,,,
way/430881106,42.9430496,141.3496022,,,,
way/431111507,43.0195535,141.352104,,,,
way/431111509,43.0209161,141.3512436,,,,
way/431112976,43.0251124,141.3523501,,surface,customers,
way/431117911,43.0433312,141.3586884,,surface,,
way/431121968,43.0485349,141.3590671,,surface,customers,
way/431604535,43.0719895,141.3754298,,surface,private,
way/431604536,43.0717513,141.3749926,,surface,private,
way/431606163,43.0704468,141.3724696,,surface,private,
way/431610545,43.0672907,141.3743589,,surface,private,
way/431610546,43.0674932,141.3751618,,surface,customers,
way/431610547,43.0687053,141.3787201,,surface,permissive,
way/431610548,43.0672299,141.3747083,,surface,permissive,
way/431610549,43.0680013,141.3744656,P.ZONE,surface,yes,
way/431617071,43.0584946,141.3475177,サントー1・7パーキング,surface,yes,
way/431617075,43.0587302,141.3481379,三井のリパーク,surface,,12
way/432081527,43.1189322,141.3683502,,,,
way/432353875,43.1116165,141.3542299,,,,
way/432503675,42.9259586,141.3364692,,,,
way/432509812,42.9054564,141.3310605,,,,
way/432510228,42.9069291,141.3519648,,,,
way/432823522,43.0315893,141.4188395,,,,
way/432837616,43.0086211,141.4273491,札幌緑愛病院 駐車場,,customers,
way/432837780,43.0142409,141.4277669,豊平区体育館臨時駐車場,surface,customers,
way/432837782,43.0139258,141.4287693,,surface,customers,
way/432971006,42.970867,141.333589,,,customers,
way/432971014,42.9714759,141.3344019,,,private,
way/432971015,42.9718159,141.3347773,,,private,
way/432971038,42.9801576,141.3370765,,,,
way/432971766,42.9753561,141.3364353,,,customers,
way/432971801,42.9734933,141.3355274,,,private,
way/432971803,42.9730973,141.3349216,,,private,
way/432971804,42.9729289,141.335574,,,private,
way/432971806,42.9727154,141.3347206,,,private,
way/432971807,42.9725492,141.3353687,,,private,
way/432971809,42.972333,141.3345297,,,private,
way/432976746,42.9741608,141.3361474,,,private,
way/432976750,42.9739244,141.33526,,,private,
way/432976751,42.9744064,141.3352504,,,private,
way/432977134,42.9732798,141.3334964,,,,
way/432977147,42.9770937,141.3371006,,,,
way/432977150,42.976304,141.33704,,,,
way/432977159,42.9775362,141.3372231,,,private,
way/432978774,42.9812219,141.335668,,,customers,
way/432978776,42.9823408,141.3359753,,,customers,
way/432978777,42.9826807,141.3362911,,,customers,
way/432978820,42.9835894,141.3356579,,,,
way/432978821,42.9838439,141.3356632,,,,
way/432978823,42.9851455,141.3356216,,,,
way/432978826,42.9855142,141.3354842,,,,
way/432979875,42.9915575,141.3333068,地下駐車場,,,
way/432979877,42.9954563,141.3363257,,,,
way/432979914,42.9982191,141.3358008,,,,
way/432983031,42.9932208,141.3346998,,,,
way/432983041,42.9946064,141.3319391,,,customers,
way/432983043,42.9948778,141.3313718,,,customers,
way/432983045,42.9932177,141.3316037,,,customers,
way/432984519,42.9812034,141.3366107,,,,
way/432984526,42.9808992,141.3370542,立体駐車場,,,
way/432984527,42.9809233,141.3365563,,,,
way/432984530,42.9801377,141.3373247,立体駐車場,,,
way/432984535,42.9757093,141.3354686,,,,
way/432988858,43.0299806,141.4380486,,,customers,
way/432988860,43.029871,141.4377377,,,,
way/432988861,43.0317435,141.4382638,,,,
way/432992067,42.9823471,141.3419796,,,,
way/432992068,42.9820083,141.3422726,,,,
way/432992071,42.9770988,141.3433734,,,,
way/432992074,42.9733042,141.3393685,,,,
way/432992079,42.9735575,141.340362,,,,
way/432992671,42.9659735,141.322477,,,,
way/433213241,43.0001702,141.3377197,,,,
way/433213243,43.0001934,141.3369505,,,,
way/433213245,43.0002367,141.3390164,,,,
way/433213252,42.9994717,141.3388542,,,,
way/433213255,42.9990586,141.3383941,,,,
way/433213256,42.9990187,141.338024,,,,
way/433213259,42.9979444,141.3374184,,,,
way/433213263,42.996326,141.3363647,,,,
way/433213268,42.9978995,141.3343019,,,,
way/433213278,42.998812,141.3330729,,,,
way/433213280,42.9982884,141.3326297,,,,
way/433213281,42.9997986,141.333551,,,,
way/433213283,43.0008489,141.3362302,,,,
way/433213290,43.0005606,141.3345362,,,,
way/433213293,43.0006144,141.334671,,,,
way/433215478,42.9672126,141.2823438,,,,
way/433217115,42.968132,141.2824155,,,,
way/433217483,42.9687358,141.2831284,,,,
way/433217494,42.967293,141.2818434,,,,
way/433219132,42.9690896,141.2797309,,,,
way/433221005,42.9708597,141.2884889,,,,
way/433226244,42.9606105,141.3148537,,,customers,
way/433226253,42.9593343,141.3151344,,,,
way/433226259,42.9602218,141.3132274,,,,
way/433226265,42.9612462,141.3107356,,,customers,
way/433226266,42.9613449,141.310223,,,customers,
way/433226275,42.9615292,141.3105066,,,customers,
way/433226283,42.9618002,141.3046438,,,customers,
way/433226286,42.9619661,141.3009999,,,customers,
way/433226287,42.9629975,141.3030769,,,customers,
way/433226309,42.9609078,141.3048517,,,customers,
way/433257223,43.0059284,141.4309052,タイムズ,,,
way/433786504,42.9653761,141.309698,,,,
way/433786565,42.9660155,141.3057578,,,,
way/433795379,42.9636304,141.3235351,,,,
way/433795381,42.9639263,141.3233364,,,,
way/433795383,42.9638744,141.3238232,,,,
way/433795387,42.9639347,141.324055,石山メディカルビル第一駐車場,,,
way/433795391,42.9645813,141.3247272,石山メディカルビル第二駐車場,,,
way/433795405,42.9643242,141.3253114,,,,
way/433795424,42.9658376,141.3271994,,,,
way/433795432,42.965209,141.3264289,,,,
way/433795442,42.9647648,141.3269453,,,,
way/433795446,42.9644764,141.3270659,,,,
way/433795450,42.9648644,141.3301374,,,,
way/433795452,42.9654218,141.3324745,,,,
way/434276081,42.9080167,141.3688766,,surface,,
way/434276085,42.9066788,141.3687365,,surface,,
way/434292810,42.9055791,141.380499,,,,
way/434295243,42.9166568,141.3899591,東口駐車場,,,
way/434295244,42.920702,141.3864901,中央口駐車場,surface,,
way/434295248,42.9221274,141.383168,渓流口駐車場,,,
way/434299622,42.9132505,141.3922448,,,,
way/434299627,42.9136879,141.3909417,,,,
way/434302508,42.9216535,141.3903196,鱒見口駐車場,,,
way/435079605,42.9572907,141.2384369,,,,
way/435079606,42.9568312,141.2380736,豊滝除雪ステーションＰ,,,
way/435079629,42.9558658,141.2356946,,,,
way/435420072,43.0509543,140.8447448,道の駅あかいがわ,,,
way/435421978,43.0499895,140.8442256,,,,
way/435422023,43.0503418,140.8356331,,,,
way/435422027,43.0492195,140.8354317,,,,
way/435425401,43.0503479,140.8292231,,,,
way/435425425,43.0495299,140.8348977,,,,
way/435425426,43.0498924,140.8348869,,,,
way/435425431,43.0501984,140.8349481,,,,
way/435428411,43.0515227,140.8309852,,,,
way/436077383,43.0284885,141.4415014,,surface,customers,
way/436077384,43.0283193,141.4417555,,surface,customers,
way/436077385,43.0268965,141.4431767,,,,
way/436077387,43.0263263,141.4430661,,,,
way/436077388,43.0267827,141.4418242,,,,
way/436808966,42.9316999,141.1603217,,,yes,
way/436808967,42.9496586,141.1556676,,,customers,
way/437442835,43.0405695,141.427057,,surface,customers,
way/437442836,43.04099,141.4273878,,rooftop,customers,
way/437443407,43.0399122,141.4254951,,surface,,
way/437445569,43.0461547,141.4142514,,surface,,
way/437445573,43.0464786,141.4150247,,surface,permissive,
way/437449188,43.0486233,141.405304,,,,
way/437449547,43.0518047,141.403389,,,customers,
way/437449548,43.0519345,141.4041519,,,customers,
way/438289829,43.0714641,141.3490924,タイムズ,surface,,12
way/438348831,42.9561106,141.1532504,公共駐車場２,,,
way/438348836,42.9565464,141.1541688,,,,
way/438350927,42.9503412,141.1549187,,,,
way/438945229,43.1887928,140.9917144,,surface,,
way/438945234,43.195151,140.9914306,コープさっぽろ駐車場,surface,customers,
way/438945235,43.1950973,140.9909085,,surface,,
way/438945257,43.1986255,140.9934564,,surface,yes,
way/438945260,43.1981321,140.9942046,,surface,private,
way/438945268,43.1973949,140.9958088,,surface,,
way/438945269,43.196272,140.9945398,,surface,yes,
way/438945272,43.236247,141.013591,,surface,customers,
way/438945276,43.2368561,141.0123704,タクシー専用駐車場,surface,private,
way/438945280,43.2367973,141.0120819,,,,
way/438945284,43.236275,141.0099468,,,,
way/438950068,43.2099269,140.9980902,バス専用,surface,,
way/438950074,43.212279,140.9987415,,surface,,
way/438950078,43.2120722,140.9986646,,surface,,
way/438950082,43.2128361,140.9974897,,surface,,
way/438955490,43.2094828,140.9993612,,surface,customers,
way/438955494,43.2101057,141.0002973,,surface,customers,
way/438955511,43.2112111,140.9983112,,surface,,
way/438955513,43.2113912,140.9983939,,surface,,
way/438955568,43.21163,141.0029873,,surface,customers,
way/438955597,43.2086902,140.9992836,,surface,customers,
way/438955604,43.2080686,141.0005537,,surface,customers,
way/438955647,43.2063643,140.9992797,,surface,private,
way/438957869,43.2109627,141.0047456,,surface,,
way/438957871,43.2056512,140.9969428,,surface,customers,
way/438957874,43.2048122,140.997153,,surface,customers,
way/439090044,43.180904,141.0348773,,,,
way/439090045,43.1807315,141.034519,,,,
way/439090046,43.1805401,141.0343222,,,,
way/439090047,43.1804844,141.0354549,,,,
way/439092339,43.1817035,141.0326919,,,,
way/439092342,43.1815535,141.030965,,,,
way/439092375,43.1822083,141.0297337,,,,
way/439092397,43.1852624,141.019946,,surface,,
way/439094170,43.1855439,141.0221256,,,,
way/439094171,43.1860123,141.0225655,,,,
way/439094173,43.1865707,141.0230644,,,,
way/439094180,43.1859423,141.0204709,,,,
way/439094225,43.1871664,141.0180044,,,,
way/439094226,43.1870896,141.0182934,,,,
way/439094227,43.1878765,141.0183247,,,,
way/439094231,43.1861777,141.017634,,,,
way/439094245,43.1850823,141.0152719,,surface,customers,
way/439094246,43.1846252,141.0155161,,,,
way/439094250,43.1838669,141.0159083,,surface,customers,
way/439094252,43.183576,141.015443,,surface,private,
way/439097364,43.1887622,141.0094209,,surface,customers,
way/439097370,43.1888833,141.010072,,surface,,
way/439097380,43.1907964,141.0082486,,surface,yes,
way/439097388,43.1911889,141.0091638,,,,
way/439097397,43.1897075,141.0096351,,surface,,
way/439097402,43.1906528,141.0097335,,,,
way/439098717,43.2020763,141.000873,,surface,private,
way/439189881,42.9664224,141.1611747,,multi-storey,,
way/439431039,43.0655368,141.4994261,,,,
way/439431040,43.0643271,141.5019181,,,,
way/439824314,43.1876395,141.0035265,,,,
way/439824315,43.1873373,141.003555,コープさっぽろ第1駐車場,surface,customers,
way/439824325,43.1871865,141.00394,,,,
way/439825402,42.9964928,141.3223064,,surface,customers,
way/439828827,43.1871662,141.0077662,,surface,,
way/439828860,43.1935708,141.0079692,北一硝子特約駐車場,,,
way/439828867,43.194732,141.006905,観光バス駐車場,,,
way/439828874,43.1912142,141.008116,,surface,private,
way/439828880,43.1927177,141.0072197,,surface,yes,
way/439830104,43.1965261,141.0042054,,,,
way/439830105,43.1967046,141.0037972,,,,
way/439832461,43.0861837,141.5000117,,,,
way/439832462,43.0880728,141.5026987,,,,
way/440457103,43.0609563,141.4767545,どんぐり第二駐車場,,,
way/440457106,43.0613971,141.4949727,,,,
way/440534703,43.0646749,141.4956304,,,,
way/441747759,43.0451325,141.4757903,,,customers,
way/441747760,43.0450161,141.4749165,,,,
way/441748857,43.0464889,141.4774986,,surface,customers,
way/441748858,43.0467536,141.477978,,surface,customers,
way/441760825,43.0515499,141.4836436,,surface,customers,
way/441901065,42.9710549,141.3340083,硬石山起終点待機場,,,
way/441995102,42.9801418,141.3358521,,,customers,
way/442008843,42.9632049,141.3211824,,,customers,
way/442012682,42.9623296,141.319062,,,customers,
way/442689367,42.965348,141.2189002,,,,
way/442778041,43.075075,141.416835,,,,
way/442867915,42.9662398,141.1605652,,,customers,
way/442867916,42.9660451,141.1608139,,,customers,
way/442867917,42.9670771,141.1624915,,surface,customers,
way/442867918,42.9680886,141.1638552,,,customers,
way/442869549,42.9708973,141.1622888,,,,
way/442870453,42.9479706,141.143261,,,,
way/443009352,43.0673716,141.3267453,,surface,private,
way/443044514,43.0206694,141.4059419,,surface,private,
way/443044570,43.0206616,141.4061635,,surface,private,
way/443418834,43.0297927,141.3957713,レックス 月寒中央 第2 パーキング,surface,customers,14
way/443420909,43.0334546,141.3843144,あそぼーぱーきんぐ,surface,customers,
way/443878381,43.0883348,141.5249141,,,,
way/443880595,43.0883034,141.5176521,,surface,customers,
way/443880633,43.0880691,141.5181468,,surface,,
way/443880636,43.0885184,141.5191597,駐車場,surface,,
way/443902365,43.0886864,141.5203108,駐車場,surface,,
way/443903200,43.0888358,141.5183032,,surface,,
way/443903201,43.0893924,141.5178314,,,,
way/443903230,43.0892981,141.5187864,駐車場,surface,,
way/443904492,43.0900458,141.5187689,,surface,,
way/443911345,43.0905701,141.5179088,,,,
way/443911346,43.0907672,141.5200226,駐車場,surface,,
way/443911347,43.0905826,141.5193752,駐車場,surface,,
way/443911354,43.0897527,141.5192939,,surface,customers,
way/444081486,43.0977517,141.5352865,,,,
way/444082835,43.0985374,141.5340339,,,,
way/444082836,43.0975821,141.5339911,,,,
way/444082837,43.0986378,141.5326654,,,,
way/444082865,43.0945972,141.5129496,,,,
way/444090052,43.0921285,141.5120139,,,,
way/444092074,43.0893326,141.5122227,,,,
way/444095455,43.0891455,141.5117462,,,,
way/444095456,43.0889805,141.512119,,,,
way/444095457,43.0887183,141.5127475,,,,
way/444095458,43.0881267,141.5137189,,,,
way/444096157,43.0908201,141.5083511,,,,
way/444096159,43.0903451,141.5092439,,,,
way/444096789,43.0914328,141.5077831,,,,
way/444098121,43.0865931,141.5227101,,,,
way/444099479,43.0919581,141.5058076,,,,
way/444101200,43.0930623,141.5315815,,,,
way/444104927,43.0945317,141.5055482,,,,
way/444111484,43.0972876,141.5094943,,,,
way/444111485,43.0987733,141.5126558,,,,
way/444146264,43.02972,141.4414378,,multi-storey,,
way/444146385,43.0338627,141.4403554,,multi-storey,yes,
way/444147079,43.0300235,141.4418736,,multi-storey,permissive,
way/444221253,43.0880111,141.5365455,,,,
way/444221254,43.0878899,141.5360473,,,,
way/444222606,43.0881158,141.539608,,,,
way/444223762,43.0817798,141.5435305,,,,
way/444223968,43.0860457,141.5292563,,,,
way/444223969,43.0857103,141.5288455,,,,
way/444223970,43.0849973,141.53062,,,customers,
way/444232009,43.0813895,141.5371897,,,,
way/444233919,43.0816304,141.5347566,,,,
way/444233920,43.0822142,141.535396,,,,
way/444237092,43.0312494,141.3973426,,surface,private,
way/444237160,43.0293573,141.4051295,,garage_boxes,private,
way/445053374,43.0628536,141.4900904,,,,
way/445053375,43.0629212,141.4911101,,,,
way/445053377,43.064892,141.4906251,,,,
way/445281641,43.0202197,141.4344948,,surface,residents,
way/445281642,43.0196694,141.4351617,,surface,private,
way/446029227,43.0793978,141.4980863,,,,
way/447207318,43.0425894,141.4357387,,multi-storey,,
way/447208509,43.0369434,141.4324872,,multi-storey,customers,
way/447336749,43.0352709,141.4110655,,surface,customers,
way/448154932,43.0224362,141.4421663,,surface,customers,
way/448456655,43.1171025,141.5471016,,,,
way/448456804,43.117563,141.547539,,garage_boxes,,
way/448582923,43.0334243,141.3587234,,surface,customers,
way/448582924,43.0331089,141.3590771,,surface,customers,119
way/448589087,43.0300911,141.3670276,,,customers,
way/448632341,43.1025415,141.5379669,,surface,,
way/448747774,43.0361918,141.3605551,タイムズ,surface,,13
way/448747781,43.0374761,141.3592527,タイムズ,surface,,5
way/448747787,43.0363828,141.362667,,,customers,
way/448750350,43.030696,141.3712663,,,customers,
way/448750352,43.0308263,141.3709512,,,customers,
way/448752461,43.0329732,141.3694263,タイムズ,surface,,15
way/448752462,43.0340506,141.372759,,,customers,
way/448755156,43.0316403,141.3679806,三井のリパーク,surface,,12
way/448755162,43.033988,141.3680652,三井のリパーク,surface,,16
way/448896837,43.0352361,141.3678094,三井のリパーク 札幌平岸２条７丁目第２,surface,,43
way/448896838,43.0365286,141.3663151,タイムズ,surface,,194
way/449050474,43.1143497,141.5460549,,,,
way/449052740,43.1160555,141.5432585,,,,
way/449054506,43.1039322,141.5352717,,surface,,
way/449146316,43.0414571,141.3697276,,,customers,
way/449197571,43.080082,141.5244656,,surface,,
way/449471044,43.0490348,141.3676611,,,customers,
way/449479744,43.0247243,141.3826691,,,customers,
way/449479745,43.0301185,141.3822943,高台駐車場,surface,,
way/449479747,43.0333057,141.386046,,,,
way/449479750,43.032921,141.3904073,,,,
way/449479753,43.0314025,141.3793643,,,customers,
way/449616414,43.0338852,141.3770965,,surface,customers,
way/449618826,43.0351083,141.3701183,,surface,,
way/449618827,43.0346447,141.370133,,surface,,
way/449618828,43.034929,141.3706239,パークネット,surface,,20
way/449625338,43.039351,141.3729379,パークネット,surface,,14
way/449625342,43.0419528,141.3750331,,surface,customers,30
way/449783974,43.0423227,141.3786652,,,,
way/449783977,43.0423755,141.3796952,,,,
way/449783978,43.0418906,141.3763318,三井のリパーク,surface,,4
way/449789548,43.0459917,141.3720522,タイムズ,surface,,80
way/449789549,43.046808,141.3731365,タイムズ,surface,,12
way/449789550,43.0475385,141.37519,タイムズ,surface,,13
way/449789551,43.0411879,141.3782299,タイムズ,surface,,10
way/450285373,43.0436749,141.3729135,パークネット,surface,,16
way/450285374,43.044663,141.3755112,パークネット,surface,,8
way/450285375,43.0496541,141.3738232,パークネット,,,
way/450285376,43.0503271,141.3722532,,surface,customers,
way/450293207,43.0529266,141.3672901,パークネット,surface,,16
way/450293208,43.0519906,141.3672229,パークネット,surface,,6
way/450293209,43.0534073,141.3676123,パークネット,surface,,10
way/450321431,43.0457711,141.3825466,パークネット,surface,,9
way/450321432,43.0466963,141.3798107,,,customers,
way/450321433,43.0485339,141.3809909,NorthPark豊平1条11丁目駐車場,surface,customers,
way/450321435,43.0479439,141.3773645,,street_side,,
way/450321437,43.0500235,141.3782028,,,customers,
way/450321438,43.0495049,141.3775663,,,customers,
way/450775425,42.9680652,141.4390732,,surface,,
way/450775426,42.9678581,141.4409266,,surface,,
way/450918429,43.0503694,141.3739954,タイムズ,,,
way/450918430,43.0520996,141.371334,,,,
way/450918433,43.0556163,141.3702659,パークネット,surface,,8
way/450918434,43.0550954,141.3658623,ザ・パーク,surface,,12
way/450918436,43.0545392,141.3667269,パークネット,surface,,6
way/450918437,43.0553474,141.3671605,パークネット,surface,,6
way/450918438,43.0556596,141.367359,三井のリパーク,surface,,14
way/450918439,43.0566065,141.367366,パークネット,surface,,7
way/450924206,43.0451726,141.3832438,,,customers,
way/450924209,43.0406111,141.3896173,,,customers,
way/451483154,43.0427773,141.3845242,,,customers,
way/451557001,43.0011037,141.4361537,,multi-storey,,
way/451675120,43.0713162,141.3600508,,surface,,
way/452080015,42.9846148,141.4563112,,surface,,
way/452080035,42.9832314,141.4587154,,,,
way/452080036,42.9828672,141.4591489,,,,
way/452080104,42.9812133,141.4567753,,surface,,
way/452080110,42.9809232,141.4559921,,surface,,
way/452080111,42.9805162,141.455464,,surface,,
way/452080112,42.9809964,141.4549963,,surface,,
way/452080114,42.9803032,141.4559998,,surface,,
way/452080115,42.9797248,141.4572346,,surface,,
way/452080116,42.9806206,141.457814,,surface,,
way/452081905,43.0717885,141.3549518,,surface,,
way/452081906,43.0712072,141.3559929,タイムズ,surface,yes,34
way/452081907,43.0720098,141.3619403,タイムズ,surface,,10
way/452081908,43.0734442,141.3628703,タイムズ,surface,,26
way/452462549,43.0746271,141.3651132,三井のリパーク,surface,,15
way/452825603,43.0769021,141.3576106,,,customers,
way/452874968,43.0766444,141.3635496,,,customers,
way/452910973,43.0010739,141.4426758,,,,
way/452953984,43.0774285,141.3633962,,,,
way/452958152,43.075513,141.3652405,,,private,
way/452958155,43.0779208,141.3648761,,,customers,
way/452958157,43.0755659,141.3660858,,,private,
way/452958158,43.0756766,141.3665713,,,private,
way/452958161,43.0767894,141.3657531,,,customers,
way/452958162,43.0762419,141.3658953,,,customers,
way/452958164,43.0777494,141.3662172,,,private,
way/452964780,43.0791698,141.3785191,,,customers,
way/452964783,43.0782869,141.3787085,,,customers,
way/452969018,43.0769239,141.3545342,三井のリパーク,surface,,13
way/452969020,43.077138,141.356291,タイムズ,surface,,4
way/452969021,43.0775143,141.3566377,タイムズ,surface,,13
way/452969022,43.0782277,141.3556848,タイムズ,,,
way/452969023,43.0781161,141.358123,三井のリパーク,surface,,46
way/453335150,43.0279828,141.4618082,,,,
way/453335159,43.0269949,141.462777,,multi-storey,,
way/453335162,43.0270261,141.461666,,multi-storey,,
way/453335211,43.0283018,141.454853,,multi-storey,customers,
way/453335332,43.0268918,141.4582762,,,,
way/453335337,43.0273964,141.4569428,,multi-storey,private,
way/453335340,43.0272199,141.4557302,,multi-storey,,
way/453335659,43.026376,141.4521936,,multi-storey,private,
way/454419959,43.07987,141.3566083,,,,
way/454595551,43.0849506,141.3678253,,surface,private,
way/454595552,43.0850684,141.3687396,,surface,private,
way/454595553,43.0841639,141.3680507,,surface,private,
way/454595554,43.0841338,141.3691528,,surface,private,
way/454595555,43.083853,141.3691477,,surface,private,
way/454595556,43.0835905,141.3671803,,,private,
way/454595557,43.0841121,141.3669921,,surface,private,
way/454595558,43.08482,141.36715,,surface,private,
way/454598463,43.0846955,141.3736319,タイムズ,surface,,10
way/454598470,43.0843646,141.3737055,三井のリパーク,surface,,16
way/454598471,43.0830412,141.3738724,,surface,,
way/454598472,43.0826541,141.3734358,,surface,,
way/454601006,43.0855857,141.3742822,タイムズ,surface,,17
way/454605481,43.0847594,141.375131,,,customers,
way/454605482,43.0839903,141.3759973,,,customers,
way/454615948,43.0834665,141.3812108,,,customers,
way/454615950,43.0835116,141.3819055,,,customers,
way/454615952,43.083159,141.381196,,,customers,
way/454615954,43.083157,141.3816802,,,customers,
way/454745937,43.0342476,141.333502,,surface,customers,
way/455231225,43.0882549,141.3584161,,,,
way/455231226,43.0879258,141.355586,,,,
way/455231227,43.0892593,141.3579363,,,,
way/455231228,43.088538,141.3614563,,surface,customers,
way/455515953,43.0204985,141.4876377,,multi-storey,,
way/455712000,43.0279099,141.470445,,,,
way/456040127,43.0382915,141.4701668,クラスターユーエム駐車場,multi-storey,,
way/456040163,43.0382132,141.4689874,タイムズコナミスポーツクラブ新札幌,,,
way/456419557,43.026727,141.4764898,,surface,,
way/456792443,43.0475861,141.4766667,,,,
way/457012109,43.0501987,141.4793157,,surface,,
way/457352999,43.0939858,141.3727931,,,,
way/457577812,43.0942486,141.371328,タイムズ,surface,,12
way/457577817,43.0943906,141.3728207,タイムズ,surface,,7
way/457577821,43.0944102,141.3729669,タイムズ,surface,,15
way/458064135,43.0878122,141.2697589,大型用駐車場,surface,,
way/458064137,43.0882652,141.2702248,白い恋人パーク駐車場,surface,,
way/458095454,43.0947012,141.3821961,,,customers,
way/458438204,43.1031809,141.505273,,,,
way/458862475,43.0941109,141.3479029,タイムズ,surface,,32
way/458862476,43.0937942,141.3476658,タイムズ,surface,,12
way/460847064,43.2077088,141.3819236,,,,
way/460847070,43.2197984,141.3650095,,,,
way/460847081,43.2227095,141.3588622,,,,
way/460847098,43.224753,141.3547033,,,,
way/460847105,43.2196231,141.3637478,,,,
way/460847120,43.2271157,141.3503303,,,,
way/460847126,43.2281297,141.3481514,,,,
way/460894874,43.5832161,141.3873593,駐車場,surface,,
way/460894875,43.5826525,141.3867473,駐車場,surface,,
way/461205964,42.9877793,141.5698222,,,customers,
way/461207604,42.987746,141.5612899,,,,
way/461315356,43.097138,141.3608432,タイムズ,surface,,78
way/461315357,43.0965528,141.3601652,タイムズ,surface,,89
way/463554695,43.1021795,141.370492,パークネット,surface,,5
way/463554696,43.1039438,141.3689499,タイムズ,surface,,12
way/463554697,43.1050812,141.3710003,タイムズ,surface,,33
way/464254393,43.102044,141.3582327,三井のリパーク,surface,,12
way/464269607,43.0987133,141.38448,,,customers,
way/464269609,43.0987203,141.3839464,,,customers,
way/465985180,43.1075594,141.3449961,,surface,customers,
way/466033871,43.1141257,141.4694208,,,,
way/466038821,43.1036475,141.3524145,,surface,customers,
way/466038908,43.1033555,141.3506901,,surface,customers,
way/466071414,43.1023777,141.5175617,,,,
way/467376883,43.0657456,141.4959559,,,,
way/467377003,43.0678193,141.4999027,,,,
way/467377254,43.0635812,141.4971593,,,,
way/467377323,43.0627875,141.4946035,,,,
way/467377509,43.1073636,141.5131378,,,,
way/467377512,43.0636798,141.4949667,,,,
way/467377612,43.0945683,141.526336,,,,
way/467377674,43.0651585,141.4971264,,,,
way/467378207,43.0630175,141.4988115,,,,
way/467378461,43.1149384,141.5222275,,,,
way/467378583,43.0796452,141.4990051,,,,
way/467378922,43.0773879,141.4957676,,,,
way/467378923,43.1080048,141.5130958,,,,
way/467378935,43.0777344,141.4962572,,,,
way/467379013,43.078076,141.4967432,,,,
way/467379014,43.0970404,141.5286345,,surface,customers,
way/467379097,43.0784285,141.4971908,,,,
way/467379108,43.0787596,141.4986058,,,,
way/467379230,43.110006,141.573284,,,,
way/467379270,43.0810936,141.5004493,,,,
way/467379271,43.097665,141.529414,,,,
way/467379272,43.1082927,141.5126793,,,,
way/467379380,43.1098487,141.5732167,,,,
way/467379487,43.1076367,141.5141594,,,,
way/467379488,43.0811082,141.5010464,,,,
